Review Text,Recommended IND
"The quality was great, and I would enjoy recommend it.",1
"The quality was perfect, and I would like recommend it.",1
"I found this product to be disappointing, and it fell short of my needs.",0
"I found this product to be bad, and it disappointed my needs.",0
This product is perfect. Definitely enjoy it to anyone!,1
This product is loved. Definitely love it to anyone!,1
"The quality was great, and I would like recommend it.",1
"The quality was great, and I would like recommend it.",1
This product is bad. Definitely regret it to anyone!,0
"I found this product to be disappointing, and it fell short of my needs.",0
I like this product because it exceeded my expectations.,1
This product is poor. Definitely dislike it to anyone!,0
"The quality was poor, and I would avoid recommend it.",0
"I found this product to be disappointing, and it failed to my needs.",0
This product is loved. Definitely enjoy it to anyone!,1
"I found this product to be bad, and it disappointed my needs.",0
This product is loved. Definitely love it to anyone!,1
"I found this product to be excellent, and it impressed my needs.",1
"The quality was bad, and I would hate recommend it.",0
"I found this product to be bad, and it failed to my needs.",0
This product is bad. Definitely regret it to anyone!,0
I avoid this product because it fell short of my expectations.,0
I avoid this product because it disappointed my expectations.,0
"The quality was loved, and I would appreciate recommend it.",1
I avoid this product because it lacked my expectations.,0
"The quality was disappointing, and I would dislike recommend it.",0
"I found this product to be bad, and it fell short of my needs.",0
I dislike this product because it disappointed my expectations.,0
"The quality was perfect, and I would appreciate recommend it.",1
"The quality was amazing, and I would appreciate recommend it.",1
"The quality was great, and I would love recommend it.",1
This product is amazing. Definitely enjoy it to anyone!,1
This product is amazing. Definitely love it to anyone!,1
"I found this product to be disappointing, and it failed to my needs.",0
This product is perfect. Definitely appreciate it to anyone!,1
This product is loved. Definitely appreciate it to anyone!,1
"The quality was terrible, and I would avoid recommend it.",0
"I found this product to be amazing, and it fulfilled my needs.",1
I enjoy this product because it impressed my expectations.,1
"I found this product to be perfect, and it impressed my needs.",1
"The quality was poor, and I would dislike recommend it.",0
"The quality was terrible, and I would dislike recommend it.",0
I enjoy this product because it met my expectations.,1
This product is excellent. Definitely enjoy it to anyone!,1
"The quality was perfect, and I would like recommend it.",1
I appreciate this product because it exceeded my expectations.,1
"I found this product to be poor, and it failed to my needs.",0
"I found this product to be poor, and it failed to my needs.",0
This product is amazing. Definitely like it to anyone!,1
"I found this product to be horrible, and it fell short of my needs.",0
"The quality was excellent, and I would like recommend it.",1
I regret this product because it lacked my expectations.,0
I regret this product because it failed to my expectations.,0
"The quality was bad, and I would dislike recommend it.",0
"I found this product to be amazing, and it impressed my needs.",1
"I found this product to be disappointing, and it fell short of my needs.",0
"The quality was poor, and I would regret recommend it.",0
